comment_text,cleaned_comment,Label
Doesn’t matter how many girls’ schools Donny blows up Iran hold all the cards.,doesnt matter how many girls schools donny blows up iran hold all the cards,
He did not get it yet  iranian will also hit back which will make things worse  the only solution is the deplomatic way,he did not get it yet  iranian will also hit back which will make things worse  the only solution is the deplomatic way,
Keep dreaming dummy,keep dreaming dummy,
F.A.F.O.,fafo,
Trump has literally no idea what is happening in his world,trump has literally no idea what is happening in his world,
EVERYONE IN THE WORLD KNOWS EXCEPT FOX AND MAGA HOW INCOMPETENT AND WEAK RUMP IS 🤣🤣,everyone in the world knows except fox and maga how incompetent and weak rump is,
"D duck, you come and open it. 😜 😜",d duck you come and open it,
Historically 48 hours is subject to an extension😊,historically 48 hours is subject to an extension,
"So Bonespurs is going to attack power plants. Very Russian, and good to make those ""nasty"" and ""menacing"" Iranian women and children freeze in the dark! At least he is not bombing schools again. I guess Putin is his chief ""advisor"". I guess the Straits ARE Trumpstein's problem after all!",so bonespurs is going to attack power plants very russian and good to make those nasty and menacing iranian women and children freeze in the dark! at least he is not bombing schools again i guess putin is his chief advisor i guess the straits are trumpsteins problem after all!,
"If you want to see the true stupidity of a trump supporter go over to Fox News.
Stupidest comments you will ever see.
Totally brain dead keyboard idiots.","if you want to see the true stupidity of a trump supporter go over to fox news
stupidest comments you will ever see
totally brain dead keyboard idiots",
US now begging like pirate 🦜,us now begging like pirate,
It looks like Trump Is loosing the war!,it looks like trump is loosing the war!,
You guys are great.,you guys are great,
The orange confetti head administration should be loaded into a C5 and dropped right into the heart of Iran.,the orange confetti head administration should be loaded into a c5 and dropped right into the heart of iran,
"You can drive through, you just have to avoid the rockets...",you can drive through you just have to avoid the rockets,
We know the T.rump supporters will swallow it hook and all.💩🧠 MAGAT morons 😂😂,we know the trump supporters will swallow it hook and all magat morons,
Don’t warn them jus DO IT already 🤷🏻‍♂️,dont warn them jus do it already,
"Lol Fox news out here talking like Iran gives a hood**t about what Trump is saying. They will not open it, and if Trump strike, it just makes it worse. These people just don't care anymore what Trump says to them",lol fox news out here talking like iran gives a hoodt about what trump is saying they will not open it and if trump strike it just makes it worse these people just dont care anymore what trump says to them,
"Results of the war so far: no regime change, younger Supreme Leader, higher prices for Iranian oil and sanctions removed. Are we sure Trump isn’t an Iranian agent?",results of the war so far no regime change younger supreme leader higher prices for iranian oil and sanctions removed are we sure trump isnt an iranian agent?,
It'll take the us to do it .,itll take the us to do it,
"A spartan Soldier dies but never surrenders. Iran is proving to be Spartans. 

Remember Iran is a big country all they need to do is cause a little chaos in the Middle East and  all our lives are miserable. 

Trump can still withdraw and bring Americans back home.","a spartan soldier dies but never surrenders iran is proving to be spartans 

remember iran is a big country all they need to do is cause a little chaos in the middle east and  all our lives are miserable 

trump can still withdraw and bring americans back home",
"It was open and flowing 
 before 🇺🇸 and 🇮🇱 💥 💥 💥 
🤷","it was open and flowing 
 before  and",
"Lower taxes for billionaires, No new wars.  Lower prices.  Reduce government spending.  Great new healthcare plan, Reduce drug prices by 1500%, Release Epstein files…. 1-6  He must have got tired of WINNING after the first one!",lower taxes for billionaires no new wars  lower prices  reduce government spending  great new healthcare plan reduce drug prices by 1500 release epstein files 16  he must have got tired of winning after the first one!,
"Prayers for Trump, Israel and Deployed US and NATO forces.  ❤",prayers for trump israel and deployed us and nato forces,
US can spend trillions on war and not help our own country!!!,us can spend trillions on war and not help our own country!!!,
The American got stupid and brainless leader. First rob Venezuela stealing resources now attack Iran try to do the same. Why Arabic nation never fight back.,the american got stupid and brainless leader first rob venezuela stealing resources now attack iran try to do the same why arabic nation never fight back,
"Why the HELL are 'we' coming back, i thought we've defeated Iran?? Have we not WON??",why the hell are we coming back i thought weve defeated iran?? have we not won??,
